Date,Close,High,Low,Open,Volume,Ticker
2022-03-24,170.55111694335938,170.61969409297694,166.769147690774,167.60195565228418,90131400,AAPL
2022-03-25,171.18798828125,171.73666533498343,169.25781117772664,170.36497270064987,80546200,AAPL
2022-03-28,172.0501708984375,172.1775327221898,168.52294058057433,168.6895021580393,90371900,AAPL
2022-03-29,175.34225463867188,175.39123190730578,172.77520887835874,173.11813946075333,100589400,AAPL
2022-03-30,174.17628479003906,175.97908457885987,173.12790825883917,174.9405154603071,92633200,AAPL
2022-03-31,171.0802001953125,174.43106194071976,170.87443883843048,174.24490046314256,103049300,AAPL
2022-04-01,170.78623962402344,171.34472398421482,168.46415506398156,170.5119011506989,78751300,AAPL
2022-04-04,174.83274841308594,174.8817406281064,170.9136104166494,171.0409871856376,76468400,AAPL
2022-04-05,171.5210723876953,174.6955795536943,170.8940109049415,173.9117489626708,73401800,AAPL
2022-04-06,168.35641479492188,170.12003032879016,166.6907837158408,168.87569951457075,89058800,AAPL
2022-04-07,168.66009521484375,169.85543344405016,166.41639539463952,167.69991063657648,77594700,AAPL
2022-04-08,166.65155029296875,168.30738857225097,165.77954264267717,168.30738857225097,76575500,AAPL
2022-04-11,162.3992919921875,165.61298417615765,162.1543458504195,165.29946088886413,72246700,AAPL
2022-04-12,164.27066040039062,166.435975608999,163.27127610008927,164.6233833916544,79265200,AAPL
2022-04-13,166.95523071289062,167.58229203672948,163.3986240411064,164.00608549379743,70618900,AAPL
2022-04-14,161.94859313964844,167.80771592706967,161.70364698483297,167.17084695435335,75329400,AAPL
2022-04-18,161.7330322265625,163.23210129361956,160.2633554980497,160.60627109784113,69023900,AAPL
2022-04-19,164.01596069335938,164.42748344345316,160.59652149400418,161.6840831613577,67723800,AAPL
2022-04-20,163.84934997558594,165.46600329408383,162.74220370933205,165.34841899344127,67929800,AAPL
2022-04-21,163.0557403564453,168.06243992326603,162.55605562621574,165.49540922825548,87227800,AAPL
2022-04-22,158.5193328857422,164.47642463552896,158.23520194954875,163.0949398073809,84882400,AAPL
2022-04-25,159.58731079101562,159.87144172970685,155.2566649146805,157.862880430984,96046400,AAPL
2022-04-26,153.63021850585938,159.0582182667308,153.55183394880203,158.9700412464134,95623200,AAPL
2022-04-27,153.40484619140625,156.5597381127117,152.2389003975014,152.7581849182673,88063200,AAPL
2022-04-28,160.33193969726562,161.19415486672693,155.717147988404,156.030686213781,130216800,AAPL
2022-04-29,154.46307373046875,162.8402370854294,154.07116577540108,158.56837459373895,131747600,AAPL
2022-05-02,154.7667694091797,155.03130046543404,150.17157761678854,153.54203875876948,123055300,AAPL
2022-05-03,156.2560272216797,157.46117291588328,153.15991957685017,154.95291204808,88966500,AAPL
2022-05-04,162.66384887695312,163.11454143572888,156.04049519291306,156.44221048032446,108256500,AAPL
2022-05-05,153.60079956054688,160.7630208987196,151.8175848345959,160.53767468016548,130525300,AAPL
2022-05-06,154.32691955566406,156.44636712680793,151.2851189689877,153.0807608024048,116124600,AAPL
2022-05-09,149.20494079589844,152.90416000742098,148.6456508199546,152.0210492953049,131577900,AAPL
2022-05-10,151.60894775390625,153.79708852885074,150.05861170075954,152.59999379126018,115366700,AAPL
2022-05-11,143.74932861328125,152.53128118939546,143.07228159830737,150.61789721596364,142689800,AAPL
2022-05-12,139.8832550048828,143.4549088457896,136.19385910544395,140.08931857960016,182602000,AAPL
2022-05-13,144.34786987304688,145.3192870677171,140.42297369266063,141.87518108716213,113990900,AAPL
2022-05-16,142.80735778808594,144.75019240669823,141.47289233038416,142.81717961196202,86643800,AAPL
2022-05-17,146.43788146972656,146.95792901438662,143.9259353445969,146.0650115425021,78336300,AAPL
2022-05-18,138.17601013183594,144.5932103275883,137.27327061969143,144.09279133540988,109742900,AAPL
2022-05-19,134.77114868164062,139.00022255113117,134.03523053806913,137.25364468817165,136095600,AAPL
2022-05-20,135.006591796875,138.0581987019196,130.12010100370028,136.47842763585558,137426100,AAPL
2022-05-23,140.42298889160156,140.5701665253798,135.06549843768857,135.20286921997902,117726300,AAPL
2022-05-24,137.724609375,139.3043807072169,134.75150167714628,138.1661572066265,104132700,AAPL
2022-05-25,137.881591796875,139.12773541661255,135.7425158289754,135.83082238994155,92482700,AAPL
2022-05-26,141.0803985595703,141.62988165478208,134.56507119637524,134.81037721904417,90601500,AAPL
2022-05-27,146.8303680419922,146.869610416665,142.5326018592053,142.6601657784012,90978500,AAPL
2022-05-31,146.04537963867188,147.8312145429356,144.08293159739236,146.2710719434681,103718400,AAPL
2022-06-01,145.9178466796875,148.8909545900905,144.90717205322113,147.08549081541827,74286600,AAPL
2022-06-02,148.37091064453125,148.42978169809749,144.10257959347064,145.05436821890447,72348100,AAPL
2022-06-03,142.65037536621094,145.19174238635256,141.74765092180013,144.14182533230215,88570300,AAPL
2022-06-06,143.3960723876953,145.78045445382116,142.17934925780943,144.2693611343495,71598400,AAPL
2022-06-07,145.9178466796875,146.20239508903217,141.39440285018887,141.63970888221743,67808200,AAPL
2022-06-08,145.18191528320312,147.05604181726716,144.6913032640919,145.79026939576806,53950200,AAPL
2022-06-09,139.9617919921875,145.17208908244996,139.85385675234653,144.3184289860741,69473000,AAPL
2022-06-10,134.55523681640625,138.11706935567418,134.48654395741318,137.64608608075142,91437900,AAPL
2022-06-13,129.40386962890625,132.6615266238815,128.97212852748052,130.37527213481903,122207100,AAPL
2022-06-14,130.26734924316406,131.37613763429522,129.0113831772352,130.63041246149263,84784300,AAPL
2022-06-15,132.88719177246094,134.76133366612893,129.67859928442957,131.7685967366082,91533000,AAPL
2022-06-16,127.61801147460938,129.90426555728718,126.61715864214314,129.60008846415832,108123900,AAPL
2022-06-17,129.08982849121094,130.58129318016776,127.37268647196602,127.62781429709099,134520300,AAPL
2022-06-21,133.3188934326172,134.48655232988557,130.81678433537272,130.91489774710016,81000500,AAPL
2022-06-22,132.80868530273438,135.17342395812105,131.39572023105475,132.25918724085466,73409200,AAPL
2022-06-23,135.67384338378906,135.98782727058793,133.08341268546732,134.2510716127321,72433800,AAPL
2022-06-24,139.00021362304688,139.24551965514786,137.1457006192552,137.27324957478913,89116800,AAPL
2022-06-27,139.00021362304688,140.79585557470105,138.32316657888146,140.02068012877845,70207900,AAPL
2022-06-28,134.8594207763672,140.72713574825013,134.74167869464102,139.46136345282662,67083400,AAPL
2022-06-29,136.61582946777344,138.02879459026983,134.1038981265762,134.87907356263912,66242400,AAPL
2022-06-30,134.15296936035156,135.77198324759192,131.25836106107414,134.67301697127326,98964500,AAPL
2022-07-01,136.32142639160156,136.4293616172376,133.11283508569903,133.4856899787513,71051600,AAPL
2022-07-05,138.902099609375,138.9511638153359,134.3590266331402,135.18326636531972,73353800,AAPL
2022-07-06,140.23658752441406,141.41405379377593,138.43113824657277,138.6960730231754,74064300,AAPL
2022-07-07,143.60215759277344,143.79839942455877,140.58979232323185,140.5995991745189,66253700,AAPL
2022-07-08,144.2792205810547,144.77965457747027,142.27752951227805,142.53264245103242,64547800,AAPL
2022-07-11,142.1499481201172,143.88671918371236,141.08041731246487,142.9349304914586,63141600,AAPL
2022-07-12,143.12135314941406,145.66272006961017,142.32656399441228,143.02322474684678,77588800,AAPL
2022-07-13,142.75827026367188,143.70023682096436,139.45153554732983,140.30521051946872,71185600,AAPL
2022-07-14,145.68234252929688,146.1533259024835,140.56035155748177,141.3747693527097,78140700,AAPL
2022-07-15,147.35040283203125,148.0274497717396,145.41739039952375,146.96772607988603,76259900,AAPL
2022-07-18,144.30862426757812,148.7241323716371,143.9455611978647,147.90971463576915,81420900,AAPL
2022-07-19,148.1648712158203,148.3905486154959,144.15166737027897,145.1426985360673,82982400,AAPL
2022-07-20,150.1665496826172,150.83378994510406,147.54668278325192,148.28260095629702,64823400,AAPL
2022-07-21,152.4331512451172,152.64902171844827,149.0871738807754,151.59910487340264,65086600,AAPL
2022-07-22,151.19679260253906,153.34567541649065,150.52956751320949,152.47238671293337,66675400,AAPL
2022-07-25,150.07821655273438,152.12897123891142,149.42079823109208,151.1183116577891,53623900,AAPL
2022-07-26,148.75357055664062,150.21558479499407,147.96858832963514,149.4011670445513,55138700,AAPL
2022-07-27,153.84608459472656,154.37595387109238,149.30302823990996,149.71514047025667,78620700,AAPL
2022-07-28,154.39561462402344,154.68016301876492,151.51081343985047,154.0325515340952,81378700,AAPL
2022-07-29,159.45872497558594,160.55770616166393,156.50524578988953,158.21258113398608,101786900,AAPL
2022-08-01,158.4774932861328,160.51844113720935,157.8691391572039,157.98688125382472,67829400,AAPL
2022-08-02,157.0056610107422,159.36060780651525,156.63280603827062,157.0939825576486,59907000,AAPL
2022-08-03,163.0107879638672,163.46214273028536,157.7317967556544,157.82010334400223,82507500,AAPL
2022-08-04,162.69679260253906,164.05088687619767,161.34269832888046,162.89303446062004,55474100,AAPL
2022-08-05,162.47073364257812,162.96202704338052,160.16164866157308,160.36799848686738,56697000,AAPL
2022-08-08,161.99911499023438,164.88792318870864,161.34078349494277,163.47299550022427,60276900,AAPL
2022-08-09,162.0482635498047,162.9326009401167,160.40734488370262,161.16394115258205,63135500,AAPL
2022-08-10,166.29302978515625,166.3912794896035,163.99376480339055,164.76018146628317,70170500,AAPL
2022-08-11,165.5560760498047,168.01254335724568,165.26129697429445,167.0987297224726,57149200,AAPL
2022-08-12,169.1032257080078,169.17199900038648,166.45022886043446,166.86292858705644,68039400,AAPL
2022-08-15,170.17425537109375,170.37076978453467,168.36629877849532,168.53333677957454,54091700,AAPL
2022-08-16,170.01702880859375,170.6851957704937,168.6708894053126,169.77138205657383,56377100,AAPL
2022-08-17,171.51058959960938,173.08272003979997,169.56507124556938,169.76158567645695,79542000,AAPL
2022-08-18,171.1175537109375,171.85449410589086,170.10549010131544,170.7245248308653,62290100,AAPL
2022-08-19,168.53330993652344,170.7146540623893,168.32696008976907,170.01701076373877,70346300,AAPL
2022-08-22,164.65213012695312,166.9022480242965,164.22960987091767,166.73521001384654,69026800,AAPL
2022-08-23,164.31797790527344,165.77221708941627,163.7480757914473,164.17059589009597,54147100,AAPL
2022-08-24,164.61280822753906,165.1827105189657,163.35509799580043,164.40647334198977,53841500,AAPL
2022-08-25,167.06927490234375,167.17736007756102,165.41853585512217,165.84104108991514,51218200,AAPL
2022-08-26,160.77090454101562,168.07153485537452,160.71195171096292,167.59989722186273,78961000,AAPL
2022-08-29,158.5698699951172,160.06339120592008,157.037036914349,158.34386422553015,73314000,AAPL
2022-08-30,156.1428985595703,159.72933499269527,154.9736176696823,159.30682979347176,77906200,AAPL
2022-08-31,154.48236083984375,157.78385443277264,154.40375206464415,157.51855169061037,87991100,AAPL
2022-09-01,155.2094268798828,155.66140843899763,151.97670771690994,153.91240502902684,74229900,AAPL
2022-09-02,153.0968780517578,157.56765189981036,152.2715085702032,156.9682732301626,76957800,AAPL
2022-09-06,151.83917236328125,154.35459275815265,151.0138028574181,153.7453935980758,73714800,AAPL
2022-09-07,153.2442626953125,153.94189101263512,150.9351774352468,152.1241142058328,87449600,AAPL
2022-09-08,151.77040100097656,153.6373103822705,150.02138227376568,151.94725947173376,84923800,AAPL
2022-09-09,154.6297149658203,155.07189112050955,152.0553417641127,152.76280561990976,68028800,AAPL
2022-09-12,160.5841827392578,161.39973173078485,156.5261087123494,156.81105233922636,104956000,AAPL
2022-09-13,151.1612091064453,157.74454025448654,150.69939192954584,157.11568505512628,122656600,AAPL
2022-09-14,152.60560607910156,154.36444545311878,150.93521094229624,152.09465656902455,87965400,AAPL
2022-09-15,149.71676635742188,152.5368010537083,148.7440148881969,151.9570633678186,90481100,AAPL
2022-09-16,148.07586669921875,148.71455728301882,145.78643705402317,148.57699569456918,162278800,AAPL
2022-09-19,151.79006958007812,151.8686783568659,146.5037605306467,146.71009545075992,81474200,AAPL
2022-09-20,154.16790771484375,155.3273682721185,150.41443284470995,150.7288529156578,107689800,AAPL
2022-09-21,151.0432586669922,155.97584907691603,150.92535303740462,154.60021842835445,101696800,AAPL
2022-09-22,150.0803680419922,151.78023962875704,148.28223174210513,149.7266360650785,86652500,AAPL
2022-09-23,147.810546875,148.8324456934816,145.9731140864417,148.55732254844892,96029900,AAPL
2022-09-26,148.1446533203125,151.09241446222893,147.03432515906897,147.05398109807987,93339400,AAPL
2022-09-27,149.11741638183594,152.02588086273627,147.33893608818533,150.08036255735442,84442700,AAPL
2022-09-28,147.23085021972656,148.01692291304855,142.31791462782627,145.06916155790836,146691400,AAPL
2022-09-29,139.99900817871094,144.16518295071455,138.23034837016746,143.55598373619551,128138200,AAPL
2022-09-30,135.79351806640625,140.60820327947016,135.59700366840286,138.8198877735382,124925300,AAPL
2022-10-03,139.9695281982422,140.57874239032802,135.29241903979042,135.8033685254817,114311700,AAPL
2022-10-04,143.5559844970703,143.67389015390162,141.74801279814906,142.50460908002574,87830100,AAPL
2022-10-05,143.85072326660156,144.8136692711772,140.51975411083046,141.56130887045842,79471000,AAPL
2022-10-06,142.8976287841797,144.97088807825529,142.69129389793306,143.27101666436323,68402200,AAPL
2022-10-07,137.6505889892578,140.60818501990053,137.0217340014585,140.05792378662625,85925600,AAPL
2022-10-10,137.974853515625,139.4192574875598,136.15707670936632,137.974853515625,74899000,AAPL
2022-10-11,136.55995178222656,138.88869341854974,135.8131909792421,137.46393012049913,77033700,AAPL
2022-10-12,135.9310760498047,137.9159059012539,135.7542175942047,136.70732814205923,70433700,AAPL
2022-10-13,140.5001220703125,141.08966528093347,132.0302118420066,132.63942598399592,113224000,AAPL
2022-10-14,135.97042846679688,142.00351358269472,135.78373449038298,141.79716366321318,88598000,AAPL
2022-10-17,139.93023681640625,140.41169491464842,137.82750095740744,138.61357366022068,85250900,AAPL
2022-10-18,141.2468719482422,144.14550040873658,138.1615495711484,142.95657861316172,99136600,AAPL
2022-10-19,141.35498046875,142.42599680685538,139.03607431855443,139.22276826600364,61758300,AAPL
2022-10-20,140.89315795898438,143.34962560942563,140.16603813694184,140.52960554450746,64522000,AAPL
2022-10-21,144.7056121826172,145.2755145225026,140.16604940438248,140.38221977444553,86548600,AAPL
2022-10-24,146.84762573242188,147.6140424012265,143.45770354454174,144.62698448602487,75981900,AAPL
2022-10-25,149.6873016357422,149.83469868322362,146.75919654145045,147.47648086131204,74732300,AAPL
2022-10-26,146.74940490722656,149.34343452593197,145.46220307585523,148.33137090531034,88194300,AAPL
2022-10-27,142.2786102294922,146.45460526216635,141.6202786941001,145.49167413504986,109180200,AAPL
2022-10-28,153.0281524658203,154.75750072722715,145.24606279985085,145.61943578090575,164762400,AAPL
2022-10-31,150.66989135742188,151.55422867895751,149.27461957607085,150.49303288896766,97943200,AAPL
2022-11-01,148.0267333984375,152.74315424703352,146.5332118743015,152.3796018355527,80379300,AAPL
2022-11-02,142.5045928955078,149.5202635488904,142.47511648464766,146.35633217647393,93604600,AAPL
2022-11-03,136.46168518066406,140.3134243600425,136.33394407491397,139.58630459413143,97918500,AAPL
2022-11-04,136.19595336914062,140.41823769444377,132.25908536615194,139.84739003185524,140814800,AAPL
2022-11-07,136.72743225097656,136.95379796987663,133.52872680415337,134.94600177423487,83374600,AAPL
2022-11-08,137.29827880859375,139.19781051108808,135.32000793975288,138.19391993058036,89908500,AAPL
2022-11-09,132.74136352539062,136.36329048249235,132.4657839221066,136.31407662091405,74917800,AAPL
2022-11-10,144.55194091796875,144.55194091796875,137.298266687944,139.0108096143879,118854000,AAPL
2022-11-11,147.3372802734375,147.64238513720315,142.0914019190675,143.5185285677149,93979700,AAPL
2022-11-14,145.93971252441406,147.90814675324938,145.10312196997452,146.61882473623606,73374100,AAPL
2022-11-15,147.67190551757812,151.16587871608763,146.21526862726066,149.81750629168315,89868300,AAPL
2022-11-16,146.441650390625,147.50460662223392,144.96532479416157,146.77629560614008,64218300,AAPL
2022-11-17,148.34120178222656,149.08920136807347,143.84332244877638,144.1189020339811,80389400,AAPL
2022-11-18,148.9021759033203,150.28992540848853,147.60301733738748,149.90608139833125,74829600,AAPL
2022-11-21,145.67398071289062,147.99673387925796,145.38856433603218,147.79005667966175,58724100,AAPL
2022-11-22,147.80970764160156,148.04592513732047,144.6110022662971,145.7920747269315,51804100,AAPL
2022-11-23,148.6856689453125,149.43366845656658,146.98296272757275,147.09122719796105,58301400,AAPL
2022-11-25,145.7723846435547,146.5302359602774,144.79800437919693,145.96922504559745,35195900,AAPL
2022-11-28,141.94378662109375,144.32559012136235,141.11704788902577,142.8492645206864,69246000,AAPL
2022-11-29,138.94192504882812,142.52447466230237,138.13487484288268,142.01267756953146,83763800,AAPL
2022-11-30,145.6936492919922,146.37276146207836,138.33170993361605,139.16828541868128,111380900,AAPL
2022-12-01,145.96922302246094,146.7762881829984,144.29605710134743,145.87081033178356,71250400,AAPL
2022-12-02,145.47714233398438,145.66414600537883,143.351229571757,143.65634951969474,65447400,AAPL
2022-12-05,144.31570434570312,148.53798752179245,143.4692773547212,145.43771082045072,68826400,AAPL
2022-12-06,140.65443420410156,144.97514559227898,139.68005411221395,144.74877992089566,64727200,AAPL
2022-12-07,138.71554565429688,141.10718574311466,137.7903792762826,139.9458168978351,69721100,AAPL
2022-12-08,140.3985595703125,141.25483863673134,138.87303512029186,140.11314322681335,62128300,AAPL
2022-12-09,139.91629028320312,143.27247380855323,138.67616726979998,140.09344213199822,76097000,AAPL
2022-12-12,142.20950317382812,142.21933993621704,138.83363144766497,140.44774653895632,70462700,AAPL
2022-12-13,143.17405700683594,147.60303377953338,141.9634742273276,147.1404505596148,93886200,AAPL
2022-12-14,140.94973754882812,144.34528354143862,138.93208948952125,143.05596154285573,82291200,AAPL
2022-12-15,134.34561157226562,139.5619643292127,133.88302841156911,138.88285224146853,98931900,AAPL
2022-12-16,132.3870391845703,135.47748033551235,131.6193510336839,134.53264031194206,160156900,AAPL
2022-12-19,130.28082275390625,133.06615916355452,129.24740673369394,132.97758322204413,79592600,AAPL
2022-12-20,130.21194458007812,131.14694795968774,127.83997741416957,129.3163032823837,77432800,AAPL
2022-12-21,133.31216430664062,134.65069977293228,130.65478191534362,130.88114757728772,85928000,AAPL
2022-12-22,130.14303588867188,132.43626376220547,128.24350390512237,132.2295865606811,77852100,AAPL
2022-12-23,129.77883911132812,130.32999816428637,127.59387642427377,128.85367283616628,63814900,AAPL
2022-12-27,127.9777603149414,129.3359848460805,126.6884381958862,129.30645953174815,69007800,AAPL
2022-12-28,124.05072021484375,128.9619612841453,123.883405115354,127.62342547026658,85438400,AAPL
2022-12-29,127.56440734863281,128.42067161063116,125.71408149167755,125.96997258821519,75703700,AAPL
2022-12-30,127.87930297851562,127.89899152283257,125.41876807644428,126.38330400552722,77034200,AAPL
2023-01-03,123.09602355957031,128.8340031338152,122.21022673136561,128.22379338136977,112117500,AAPL
2023-01-04,124.36566925048828,126.62937150933897,123.10587260552037,124.8873030948284,89113600,AAPL
2023-01-05,123.04682159423828,125.7534186864637,122.79093054834856,125.12352032753697,80962700,AAPL
2023-01-06,127.57420349121094,128.23362708296847,122.91886125861728,124.02118700839063,87754700,AAPL
2023-01-09,128.09584045410156,131.30439758356596,127.83994943275363,128.41079711233908,70790800,AAPL
2023-01-10,128.6666717529297,129.1883055110105,126.09786503081405,128.20408860626057,63896200,AAPL
2023-01-11,131.3831329345703,131.4028064616691,128.40095662151043,129.1784814447806,69458900,AAPL
2023-01-12,131.3043975830078,132.14097304777255,129.36548883237654,131.76698078856714,71379600,AAPL
2023-01-13,132.633056640625,132.7905349401524,129.5819934315568,129.9461488585014,57809700,AAPL
2023-01-17,133.79446411132812,135.12314807764807,132.01303370787318,132.7019826183309,63646600,AAPL
2023-01-18,133.07598876953125,136.42232060237055,132.8988218980733,134.6605787592018,69672800,AAPL
2023-01-19,133.13502502441406,134.09955338686564,131.65869966602656,131.96380450388668,58280400,AAPL
2023-01-20,135.6939697265625,135.84161126203279,132.1015842994744,133.1448517377868,80223600,AAPL
2023-01-23,138.88287353515625,141.0579999020067,135.72353008280908,135.94005904305521,81760300,AAPL
2023-01-24,140.28045654296875,140.90051809732327,138.0856567013407,138.0954934654877,66435100,AAPL
2023-01-25,139.62100219726562,140.1819979894366,136.61913781717996,138.6663106564194,65799300,AAPL
2023-01-26,141.6878662109375,141.97328249331738,139.6603668579937,140.91032647908082,54105100,AAPL
2023-01-27,143.6267852783203,144.9062704324847,140.82177572822627,140.90051489349364,70555800,AAPL
2023-01-30,140.74302673339844,143.2527830109075,140.59540019505755,142.67209860282117,64015300,AAPL
2023-01-31,142.01263427734375,142.0618481205238,140.0343639323399,140.4477331827307,65874500,AAPL
2023-02-01,143.13470458984375,144.2960887309056,139.08958619067016,141.69775584370586,77663600,AAPL
2023-02-02,148.4396209716797,148.79392468833726,145.83143680858885,146.54991104174482,118339000,AAPL
2023-02-03,152.06150817871094,154.89605760293438,145.4967833818238,145.69362375451536,154357300,AAPL
2023-02-06,149.3352508544922,150.6836384438328,148.40024764766747,150.1620046015634,69858300,AAPL
2023-02-07,152.20913696289062,152.77998456473935,148.26243261630023,148.26243261630023,83322600,AAPL
2023-02-08,149.52224731445312,152.14026818212696,148.78408455222657,151.45131927430748,64120100,AAPL
2023-02-09,148.4888153076172,151.89421276586904,148.04592065726195,151.35289040745275,56007100,AAPL
2023-02-10,148.853515625,149.17880490718028,147.08908410868764,147.32566223415182,57450700,AAPL
2023-02-13,151.65296936035156,152.05710297296255,148.7648030561656,148.79437344145694,62199000,AAPL
2023-02-14,151.01223754882812,151.5741049324063,148.70565732767898,149.94765859116993,61707600,AAPL
2023-02-15,153.11187744140625,153.2794480234058,150.69686663828347,150.92357800911904,65573800,AAPL
2023-02-16,151.51499938964844,154.09758049199988,151.16013965459408,151.31784339392544,68167900,AAPL
2023-02-17,150.37156677246094,150.8151376986906,148.69584602843153,150.17442580979125,59144100,AAPL
2023-02-21,146.3596649169922,149.1394018439348,146.29067235544917,148.05510409777494,58867200,AAPL
2023-02-22,146.78350830078125,147.80865006019064,145.05849901188733,146.74407109413818,51011300,AAPL
2023-02-23,147.2665252685547,148.1931042440918,145.1373820304515,147.94667430552937,48394200,AAPL
2023-02-24,144.61497497558594,145.08811632211885,143.63910684752537,145.00925692421464,55469600,AAPL
2023-02-27,145.80764770507812,147.03979725813033,145.34435826985944,145.60065500306268,44998500,AAPL
2023-02-28,145.30496215820312,146.95111245136155,144.73324285815977,144.9501024216552,50547000,AAPL
2023-03-01,143.23495483398438,145.12753521820275,142.93923585875515,144.7332532784917,55479000,AAPL
