provider,variant,row_index,ticker,date,window_start,window_end,window_n_days,direction,confidence,reason,parse_error,parsed_json,raw_text
zai,2,76,AMZN,2022-12-16 00:00:00,2022-12-05 00:00:00,2022-12-16 00:00:00,10,DOWN,0.55,"The price action shows a consolidation pattern with a strong upward bias. The SMA_10 and EMA_10 are trending downward but remain above the current price, suggesting a pullback is possible. The high volume on 2022-12-16 indicates strong selling pressure, which may lead to a short-term decline.",,"{""upside_downside_summary"": ""The Posterior_Trend remains consistently bullish at 0.4166666666666667, indicating a stable underlying trend. Posterior_Up fluctuates between 0.1515 and 0.7407, showing a shift from a lower probability of an up move to a higher one as the price recovered."", ""large_move_summary"": ""Large moves occurred on 2022-12-05, 2022-12-08, and 2022-12-13, with the 2022-12-13 move being the most significant. These days saw the price jump from 90.55 to 92.49, a 2.14% increase, and coincided with a rise in Posterior_Up to 0.7407."", ""combined_narrative"": ""The price action shows a consolidation pattern with a strong upward bias. The SMA_10 and EMA_10 are trending downward but remain above the current price, suggesting a pullback is possible. The high volume on 2022-12-16 indicates strong selling pressure, which may lead to a short-term decline."", ""direction"": ""DOWN"", ""confidence"": 0.55, ""grounding"": [""Posterior_Trend=0.4166666666666667"", ""Posterior_Up=0.4166666666666667"", ""SMA_10=89.80899963378906"", ""SMA_20=91.8984992980957"", ""Close=87.86000061035156"", ""Volume=146144100""]}","```json
{
  ""upside_downside_summary"": ""The Posterior_Trend remains consistently bullish at 0.4166666666666667, indicating a stable underlying trend. Posterior_Up fluctuates between 0.1515 and 0.7407, showing a shift from a lower probability of an up move to a higher one as the price recovered."",
  ""large_move_summary"": ""Large moves occurred on 2022-12-05, 2022-12-08, and 2022-12-13, with the 2022-12-13 move being the most significant. These days saw the price jump from 90.55 to 92.49, a 2.14% increase, and coincided with a rise in Posterior_Up to 0.7407."",
  ""combined_narrative"": ""The price action shows a consolidation pattern with a strong upward bias. The SMA_10 and EMA_10 are trending downward but remain above the current price, suggesting a pullback is possible. The high volume on 2022-12-16 indicates strong selling pressure, which may lead to a short-term decline."",
  ""direction"": ""DOWN"",
  ""confidence"": 0.55,
  ""grounding"": [""Posterior_Trend=0.4166666666666667"", ""Posterior_Up=0.4166666666666667"", ""SMA_10=89.80899963378906"", ""SMA_20=91.8984992980957"", ""Close=87.86000061035156"", ""Volume=146144100""]
}
```"
zai,2,77,AMZN,2022-12-30 00:00:00,2022-12-19 00:00:00,2022-12-30 00:00:00,9,DOWN,0.55,"The combination of a declining Posterior_Trend and the recent large-move days suggests a higher probability of downside pressure. The SMA_10 and SMA_20 are both below the current price, but the MACD histogram is negative and shrinking, indicating weak momentum.",,"{""upside_downside_summary"": ""Posterior_Trend declines from 0.4167 to 0.3333, indicating a shift in the probability distribution toward a lower trend. Posterior_Up fluctuates between 0.1698 and 0.7536, reflecting high uncertainty in the probability of an upward move."", ""large_move_summary"": ""Large-move days (Is_Large_Move=True) occur on 2022-12-22, 2022-12-27, and 2022-12-29, coinciding with significant drops in Posterior_Trend and Posterior_Up. These days introduce volatility that temporarily disrupts the trend probability."", ""combined_narrative"": ""The combination of a declining Posterior_Trend and the recent large-move days suggests a higher probability of downside pressure. The SMA_10 and SMA_20 are both below the current price, but the MACD histogram is negative and shrinking, indicating weak momentum."", ""direction"": ""DOWN"", ""confidence"": 0.55, ""grounding"": [""Posterior_Trend=0.3333"", ""Posterior_Up=0.4167"", ""SMA_10=84.6820"", ""SMA_20=87.5590"", ""MACD_hist=-0.0009""]}","```json
{
  ""upside_downside_summary"": ""Posterior_Trend declines from 0.4167 to 0.3333, indicating a shift in the probability distribution toward a lower trend. Posterior_Up fluctuates between 0.1698 and 0.7536, reflecting high uncertainty in the probability of an upward move."",
  ""large_move_summary"": ""Large-move days (Is_Large_Move=True) occur on 2022-12-22, 2022-12-27, and 2022-12-29, coinciding with significant drops in Posterior_Trend and Posterior_Up. These days introduce volatility that temporarily disrupts the trend probability."",
  ""combined_narrative"": ""The combination of a declining Posterior_Trend and the recent large-move days suggests a higher probability of downside pressure. The SMA_10 and SMA_20 are both below the current price, but the MACD histogram is negative and shrinking, indicating weak momentum."",
  ""direction"": ""DOWN"",
  ""confidence"": 0.55,
  ""grounding"": [
    ""Posterior_Trend=0.3333"",
    ""Posterior_Up=0.4167"",
    ""SMA_10=84.6820"",
    ""SMA_20=87.5590"",
    ""MACD_hist=-0.0009""
  ]
}
```"
zai,2,78,AMZN,2023-01-13 00:00:00,2023-01-03 00:00:00,2023-01-13 00:00:00,9,UP,0.75,"The combination of a rising Posterior_Trend and Posterior_Up, alongside high RSI values and positive MACD histograms, points to a bullish momentum. The recent high volume on 2023-01-13 reinforces this positive outlook.",,"{""upside_downside_summary"": ""Posterior_Trend shifts from 0.5 to 0.7659 and finally to 0.6667, indicating a transition from a neutral to a positive bias. Posterior_Up increases from 0.5 to 0.8205, suggesting a growing probability of an upward move."", ""large_move_summary"": ""Large-move days (Is_Large_Move=True) occur on 2023-01-03, 2023-01-05, 2023-01-06, 2023-01-10, 2023-01-11, and 2023-01-13, coinciding with significant price swings and volatility spikes."", ""combined_narrative"": ""The combination of a rising Posterior_Trend and Posterior_Up, alongside high RSI values and positive MACD histograms, points to a bullish momentum. The recent high volume on 2023-01-13 reinforces this positive outlook."", ""direction"": ""UP"", ""confidence"": 0.75, ""grounding"": [""Posterior_Trend=0.6666666666666666"", ""Posterior_Up=0.8205128205128205"", ""RSI_14=66.1124845599891"", ""MACD_hist=1.938335920898212"", ""Is_Large_Move=True""]}","```json
{
  ""upside_downside_summary"": ""Posterior_Trend shifts from 0.5 to 0.7659 and finally to 0.6667, indicating a transition from a neutral to a positive bias. Posterior_Up increases from 0.5 to 0.8205, suggesting a growing probability of an upward move."",
  ""large_move_summary"": ""Large-move days (Is_Large_Move=True) occur on 2023-01-03, 2023-01-05, 2023-01-06, 2023-01-10, 2023-01-11, and 2023-01-13, coinciding with significant price swings and volatility spikes."",
  ""combined_narrative"": ""The combination of a rising Posterior_Trend and Posterior_Up, alongside high RSI values and positive MACD histograms, points to a bullish momentum. The recent high volume on 2023-01-13 reinforces this positive outlook."",
  ""direction"": ""UP"",
  ""confidence"": 0.75,
  ""grounding"": [
    ""Posterior_Trend=0.6666666666666666"",
    ""Posterior_Up=0.8205128205128205"",
    ""RSI_14=66.1124845599891"",
    ""MACD_hist=1.938335920898212"",
    ""Is_Large_Move=True""
  ]
}
```"
zai,2,79,AMZN,2023-01-27 00:00:00,2023-01-17 00:00:00,2023-01-27 00:00:00,9,UP,0.65,The convergence of the 10-day SMA (97.30) above the 20-day SMA (92.45) and the rising Posterior_Up probability (0.62) suggests a bullish technical setup. The increasing volatility (Volatility_10d) and positive MACD histogram (1.08) further support a continuation of the upward trend.,,"{""upside_downside_summary"": ""Posterior_Trend remains positive throughout the window, while Prior_Up and Posterior_Up show a gradual increase from 0.58 to 0.62, indicating a strengthening bias toward the upside."", ""large_move_summary"": ""Large-move days (Is_Large_Move) occur on 2023-01-17, 2023-01-20, and 2023-01-26, coinciding with significant price jumps that align with the rising Bayesian probabilities."", ""combined_narrative"": ""The convergence of the 10-day SMA (97.30) above the 20-day SMA (92.45) and the rising Posterior_Up probability (0.62) suggests a bullish technical setup. The increasing volatility (Volatility_10d) and positive MACD histogram (1.08) further support a continuation of the upward trend."", ""direction"": ""UP"", ""confidence"": 0.65, ""grounding"": [""SMA_10=97.30"", ""SMA_20=92.45"", ""Posterior_Up=0.62"", ""MACD_hist=1.08"", ""Volatility_10d=0.0217""]}","```json
{
  ""upside_downside_summary"": ""Posterior_Trend remains positive throughout the window, while Prior_Up and Posterior_Up show a gradual increase from 0.58 to 0.62, indicating a strengthening bias toward the upside."",
  ""large_move_summary"": ""Large-move days (Is_Large_Move) occur on 2023-01-17, 2023-01-20, and 2023-01-26, coinciding with significant price jumps that align with the rising Bayesian probabilities."",
  ""combined_narrative"": ""The convergence of the 10-day SMA (97.30) above the 20-day SMA (92.45) and the rising Posterior_Up probability (0.62) suggests a bullish technical setup. The increasing volatility (Volatility_10d) and positive MACD histogram (1.08) further support a continuation of the upward trend."",
  ""direction"": ""UP"",
  ""confidence"": 0.65,
  ""grounding"": [
    ""SMA_10=97.30"",
    ""SMA_20=92.45"",
    ""Posterior_Up=0.62"",
    ""MACD_hist=1.08"",
    ""Volatility_10d=0.0217""
  ]
}
```"
zai,2,80,AMZN,2023-02-10 00:00:00,2023-01-30 00:00:00,2023-02-10 00:00:00,10,DOWN,0.65,"The technical indicators show a strong upward trend initially, with SMA_10 and EMA_10 consistently above SMA_20 and EMA_20. However, the MACD histogram turns negative on 2023-02-08 and 2023-02-09, and the RSI drops below 60, signaling weakening momentum. The Bayesian indicators confirm this shift, with Posterior_Trend falling below 0.5 and Posterior_Up dropping to 0.33, suggesting a high probability of continued downside pressure.",,"{""upside_downside_summary"": ""Posterior_Trend declines from 0.75 to 0.33, indicating a shift from a bullish to a bearish stance. Prior_Up remains constant at 0.5, while Posterior_Up drops from 0.85 to 0.33, reflecting a significant reduction in the probability of an upward move."", ""large_move_summary"": ""Large-move days (Is_Large_Move=True) occur on 2023-01-31, 2023-02-02, and 2023-02-03, coinciding with sharp price increases. These days drive the initial high Posterior_Up values, but subsequent volatility and a drop in price on 2023-02-03 and 2023-02-08 reduce the trend probability."", ""combined_narrative"": ""The technical indicators show a strong upward trend initially, with SMA_10 and EMA_10 consistently above SMA_20 and EMA_20. However, the MACD histogram turns negative on 2023-02-08 and 2023-02-09, and the RSI drops below 60, signaling weakening momentum. The Bayesian indicators confirm this shift, with Posterior_Trend falling below 0.5 and Posterior_Up dropping to 0.33, suggesting a high probability of continued downside pressure."", ""direction"": ""DOWN"", ""confidence"": 0.65, ""grounding"": [""Posterior_Trend=0.3333333333333333"", ""Posterior_Up=0.3333333333333333"", ""MACD_hist=-0.7147441258843985"", ""RSI_14=49.3486345220897""]}","```json
{
  ""upside_downside_summary"": ""Posterior_Trend declines from 0.75 to 0.33, indicating a shift from a bullish to a bearish stance. Prior_Up remains constant at 0.5, while Posterior_Up drops from 0.85 to 0.33, reflecting a significant reduction in the probability of an upward move."",
  ""large_move_summary"": ""Large-move days (Is_Large_Move=True) occur on 2023-01-31, 2023-02-02, and 2023-02-03, coinciding with sharp price increases. These days drive the initial high Posterior_Up values, but subsequent volatility and a drop in price on 2023-02-03 and 2023-02-08 reduce the trend probability."",
  ""combined_narrative"": ""The technical indicators show a strong upward trend initially, with SMA_10 and EMA_10 consistently above SMA_20 and EMA_20. However, the MACD histogram turns negative on 2023-02-08 and 2023-02-09, and the RSI drops below 60, signaling weakening momentum. The Bayesian indicators confirm this shift, with Posterior_Trend falling below 0.5 and Posterior_Up dropping to 0.33, suggesting a high probability of continued downside pressure."",
  ""direction"": ""DOWN"",
  ""confidence"": 0.65,
  ""grounding"": [""Posterior_Trend=0.3333333333333333"", ""Posterior_Up=0.3333333333333333"", ""MACD_hist=-0.7147441258843985"", ""RSI_14=49.3486345220897""]
}
```"
zai,2,81,AMZN,2023-02-24 00:00:00,2023-02-13 00:00:00,2023-02-24 00:00:00,9,DOWN,0.6,"The price has declined from 99.54 to 93.50, with the 10-day SMA (97.31) and EMA (96.92) both below the current price, indicating a downtrend. The MACD histogram remains negative (-1.15), and the RSI (42.16) is in oversold territory, supporting a continued bearish outlook.",,"{""upside_downside_summary"": ""The Posterior_Trend shifts from a neutral 0.4167 to a bearish 0.5, while the probability of an upward move (Posterior_Up) drops from 0.4167 to 0.1345, indicating a strong shift toward downside risk."", ""large_move_summary"": ""Large-move days (Is_Large_Move=True) on 2023-02-16 and 2023-02-21 coincide with significant drops in the Posterior_Trend and Posterior_Up, suggesting these events drive the shift in probability."", ""combined_narrative"": ""The price has declined from 99.54 to 93.50, with the 10-day SMA (97.31) and EMA (96.92) both below the current price, indicating a downtrend. The MACD histogram remains negative (-1.15), and the RSI (42.16) is in oversold territory, supporting a continued bearish outlook."", ""direction"": ""DOWN"", ""confidence"": 0.6, ""grounding"": [""Posterior_Trend=0.5"", ""Posterior_Up=0.1345029239766081"", ""Close=93.5"", ""SMA_10=97.30500030517578"", ""MACD_hist=-1.1508577651274952"", ""RSI_14=42.15840091445979""]}","```json
{
  ""upside_downside_summary"": ""The Posterior_Trend shifts from a neutral 0.4167 to a bearish 0.5, while the probability of an upward move (Posterior_Up) drops from 0.4167 to 0.1345, indicating a strong shift toward downside risk."",
  ""large_move_summary"": ""Large-move days (Is_Large_Move=True) on 2023-02-16 and 2023-02-21 coincide with significant drops in the Posterior_Trend and Posterior_Up, suggesting these events drive the shift in probability."",
  ""combined_narrative"": ""The price has declined from 99.54 to 93.50, with the 10-day SMA (97.31) and EMA (96.92) both below the current price, indicating a downtrend. The MACD histogram remains negative (-1.15), and the RSI (42.16) is in oversold territory, supporting a continued bearish outlook."",
  ""direction"": ""DOWN"",
  ""confidence"": 0.6,
  ""grounding"": [""Posterior_Trend=0.5"", ""Posterior_Up=0.1345029239766081"", ""Close=93.5"", ""SMA_10=97.30500030517578"", ""MACD_hist=-1.1508577651274952"", ""RSI_14=42.15840091445979""]
}
```"
zai,2,82,AMZN,2023-03-10 00:00:00,2023-02-27 00:00:00,2023-03-10 00:00:00,10,DOWN,0.55,"Technical indicators show a downtrend with the 10-day SMA (93.14) below the 20-day SMA (95.22), and the MACD remains negative. The Bayesian indicators suggest a balanced but slightly cautious outlook, with the Posterior_Up hovering around 0.5. Given the recent volatility and the negative MACD, the price is likely to face resistance in the near term.",,"{""upside_downside_summary"": ""The Posterior_Trend indicator remains at 0.5 (neutral) throughout the window, indicating no definitive directional bias. Posterior_Up fluctuates between 0.416 and 0.583, reflecting a balanced probability of an upward move."", ""large_move_summary"": ""The window contains two large-move days (2023-03-01 and 2023-03-03), which are associated with significant drops in Posterior_Up to 0.211 and 0.810, respectively. These events introduce high volatility and shift the Bayesian probability, contrasting with the quieter days where Posterior_Up stabilizes near 0.5."", ""combined_narrative"": ""Technical indicators show a downtrend with the 10-day SMA (93.14) below the 20-day SMA (95.22), and the MACD remains negative. The Bayesian indicators suggest a balanced but slightly cautious outlook, with the Posterior_Up hovering around 0.5. Given the recent volatility and the negative MACD, the price is likely to face resistance in the near term."", ""direction"": ""DOWN"", ""confidence"": 0.55, ""grounding"": [""Posterior_Trend=0.5"", ""Posterior_Up=0.4166666666666667"", ""SMA_10=93.1390007019043"", ""SMA_20=95.22200050354004"", ""MACD=-1.406846326015014""]}","```json
{
  ""upside_downside_summary"": ""The Posterior_Trend indicator remains at 0.5 (neutral) throughout the window, indicating no definitive directional bias. Posterior_Up fluctuates between 0.416 and 0.583, reflecting a balanced probability of an upward move."",
  ""large_move_summary"": ""The window contains two large-move days (2023-03-01 and 2023-03-03), which are associated with significant drops in Posterior_Up to 0.211 and 0.810, respectively. These events introduce high volatility and shift the Bayesian probability, contrasting with the quieter days where Posterior_Up stabilizes near 0.5."",
  ""combined_narrative"": ""Technical indicators show a downtrend with the 10-day SMA (93.14) below the 20-day SMA (95.22), and the MACD remains negative. The Bayesian indicators suggest a balanced but slightly cautious outlook, with the Posterior_Up hovering around 0.5. Given the recent volatility and the negative MACD, the price is likely to face resistance in the near term."",
  ""direction"": ""DOWN"",
  ""confidence"": 0.55,
  ""grounding"": [""Posterior_Trend=0.5"", ""Posterior_Up=0.4166666666666667"", ""SMA_10=93.1390007019043"", ""SMA_20=95.22200050354004"", ""MACD=-1.406846326015014""]
}
```"
zai,2,83,AMZN,2023-03-24 00:00:00,2023-03-13 00:00:00,2023-03-24 00:00:00,10,UP,0.5833,"The combination of a rising Posterior_Trend and high Posterior_Up suggests a bullish outlook. Technical indicators like RSI and MACD support this, showing momentum and potential for further upside.",,"{""upside_downside_summary"": ""Posterior_Trend shifts from 0.4167 to 0.5833, indicating a transition toward a bullish stance. Posterior_Up remains high at 0.5833, suggesting a strong probability of an upward move."", ""large_move_summary"": ""Large-move days (Is_Large_Move=True) occur on March 14 and March 16, driving the trend shift. These days show significant price volatility, contrasting with quieter days that maintain stability."", ""combined_narrative"": ""The combination of a rising Posterior_Trend and high Posterior_Up suggests a bullish outlook. Technical indicators like RSI and MACD support this, showing momentum and potential for further upside."", ""direction"": ""UP"", ""confidence"": 0.5833, ""grounding"": [""Posterior_Trend=0.5833"", ""Posterior_Up=0.5833"", ""RSI_14=53.798564733323126"", ""MACD=0.7472954188485232"", ""MACD_hist=0.5697336146457064""]}","```json
{
  ""upside_downside_summary"": ""Posterior_Trend shifts from 0.4167 to 0.5833, indicating a transition toward a bullish stance. Posterior_Up remains high at 0.5833, suggesting a strong probability of an upward move."",
  ""large_move_summary"": ""Large-move days (Is_Large_Move=True) occur on March 14 and March 16, driving the trend shift. These days show significant price volatility, contrasting with quieter days that maintain stability."",
  ""combined_narrative"": ""The combination of a rising Posterior_Trend and high Posterior_Up suggests a bullish outlook. Technical indicators like RSI and MACD support this, showing momentum and potential for further upside."",
  ""direction"": ""UP"",
  ""confidence"": 0.5833,
  ""grounding"": [
    ""Posterior_Trend=0.5833"",
    ""Posterior_Up=0.5833"",
    ""RSI_14=53.798564733323126"",
    ""MACD=0.7472954188485232"",
    ""MACD_hist=0.5697336146457064""
  ]
}
```"
zai,2,84,AMZN,2023-04-06 00:00:00,2023-03-27 00:00:00,2023-04-06 00:00:00,9,DOWN,0.6,"Technical indicators show a strong upward trend with RSI above 60 and price above SMA_20. However, the Bayesian Posterior_Up has dropped significantly, suggesting the model now favors a downside move despite the current price level.",,"{""upside_downside_summary"": ""Posterior_Trend remains at 0.5 for the first six days, indicating a neutral Bayesian state. Posterior_Up declines from 0.5 to 0.1795 on April 5, signaling a shift toward downside probability."", ""large_move_summary"": ""The large-move day on March 29 (Posterior_Up=0.8105) coincides with a price jump to 100.25, while the large-move day on April 5 (Posterior_Up=0.1795) coincides with a sharp drop to 101.10."", ""combined_narrative"": ""Technical indicators show a strong upward trend with RSI above 60 and price above SMA_20. However, the Bayesian Posterior_Up has dropped significantly, suggesting the model now favors a downside move despite the current price level."", ""direction"": ""DOWN"", ""confidence"": 0.6, ""grounding"": [""Posterior_Up=0.5"", ""Posterior_Up=0.4167"", ""Posterior_Up=0.8105"", ""Posterior_Up=0.4167"", ""Posterior_Up=0.5"", ""Posterior_Up=0.5"", ""Posterior_Up=0.5"", ""Posterior_Up=0.4667"", ""Posterior_Up=0.1795"", ""RSI_14=64.1762"", ""RSI_14=55.8581"", ""SMA_20=98.0220"", ""SMA_20=98.3810"", ""SMA_20=98.8715""]}","```json
{
  ""upside_downside_summary"": ""Posterior_Trend remains at 0.5 for the first six days, indicating a neutral Bayesian state. Posterior_Up declines from 0.5 to 0.1795 on April 5, signaling a shift toward downside probability."",
  ""large_move_summary"": ""The large-move day on March 29 (Posterior_Up=0.8105) coincides with a price jump to 100.25, while the large-move day on April 5 (Posterior_Up=0.1795) coincides with a sharp drop to 101.10."",
  ""combined_narrative"": ""Technical indicators show a strong upward trend with RSI above 60 and price above SMA_20. However, the Bayesian Posterior_Up has dropped significantly, suggesting the model now favors a downside move despite the current price level."",
  ""direction"": ""DOWN"",
  ""confidence"": 0.6,
  ""grounding"": [""Posterior_Up=0.5"", ""Posterior_Up=0.4167"", ""Posterior_Up=0.8105"", ""Posterior_Up=0.4167"", ""Posterior_Up=0.5"", ""Posterior_Up=0.5"", ""Posterior_Up=0.5"", ""Posterior_Up=0.4667"", ""Posterior_Up=0.1795"", ""RSI_14=64.1762"", ""RSI_14=55.8581"", ""SMA_20=98.0220"", ""SMA_20=98.3810"", ""SMA_20=98.8715""]
}
```"
zai,2,85,AMZN,2023-04-21 00:00:00,2023-04-10 00:00:00,2023-04-21 00:00:00,10,UP,0.75,"The SMA_10 (102.49) is above SMA_20 (101.67), and the RSI_14 (64.84) is above 60, suggesting continued bullish momentum. The MACD (1.77) is positive and rising, further supporting an upward trajectory.",,"{""upside_downside_summary"": ""Posterior_Trend remains high at 0.83, indicating a strong bullish bias. Posterior_Up fluctuates between 0.21 and 0.85, showing evolving confidence in an upward move."", ""large_move_summary"": ""The large move on 2023-04-11 (True) caused a significant drop in Posterior_Up to 0.21. The subsequent large move on 2023-04-21 (True) drove Posterior_Up to its peak of 0.85."", ""combined_narrative"": ""The SMA_10 (102.49) is above SMA_20 (101.67), and the RSI_14 (64.84) is above 60, suggesting continued bullish momentum. The MACD (1.77) is positive and rising, further supporting an upward trajectory."", ""direction"": ""UP"", ""confidence"": 0.75, ""grounding"": [""Posterior_Trend=0.8301886792452831"", ""SMA_10=102.49400024414062"", ""SMA_20=101.67049980163574"", ""RSI_14=64.84419123653097"", ""MACD=1.7733036004192542""]}","```json
{
  ""upside_downside_summary"": ""Posterior_Trend remains high at 0.83, indicating a strong bullish bias. Posterior_Up fluctuates between 0.21 and 0.85, showing evolving confidence in an upward move."",
  ""large_move_summary"": ""The large move on 2023-04-11 (True) caused a significant drop in Posterior_Up to 0.21. The subsequent large move on 2023-04-21 (True) drove Posterior_Up to its peak of 0.85."",
  ""combined_narrative"": ""The SMA_10 (102.49) is above SMA_20 (101.67), and the RSI_14 (64.84) is above 60, suggesting continued bullish momentum. The MACD (1.77) is positive and rising, further supporting an upward trajectory."",
  ""direction"": ""UP"",
  ""confidence"": 0.75,
  ""grounding"": [""Posterior_Trend=0.8301886792452831"", ""SMA_10=102.49400024414062"", ""SMA_20=101.67049980163574"", ""RSI_14=64.84419123653097"", ""MACD=1.7733036004192542""]
}
```"
zai,2,86,AMZN,2023-05-05 00:00:00,2023-04-24 00:00:00,2023-05-05 00:00:00,10,UP,0.583,"The price has risen from 102.57 to 105.66, supported by a bullish SMA_10 and EMA_10. The Posterior_Trend and Posterior_Up indicators are converging on 0.583, suggesting a continuation of the upward momentum.",,"{""upside_downside_summary"": ""Posterior_Trend shifts from 0.5 to 0.583, indicating a slight upward bias. Posterior_Up increases from 0.246 to 0.583, showing a growing probability of an upside move."", ""large_move_summary"": ""Large moves occurred on April 25, 26, and 27, driving the trend upward. Quiet days on April 28 and May 1 saw the trend stabilize at 0.5 before the recent shift."", ""combined_narrative"": ""The price has risen from 102.57 to 105.66, supported by a bullish SMA_10 and EMA_10. The Posterior_Trend and Posterior_Up indicators are converging on 0.583, suggesting a continuation of the upward momentum."", ""direction"": ""UP"", ""confidence"": 0.583, ""grounding"": [""Posterior_Trend=0.5833333333333334"", ""Posterior_Up=0.5833333333333334"", ""Close=105.66000366210938"", ""SMA_10=104.8020004272461"", ""EMA_10=104.42999217012232""]}","```json
{
  ""upside_downside_summary"": ""Posterior_Trend shifts from 0.5 to 0.583, indicating a slight upward bias. Posterior_Up increases from 0.246 to 0.583, showing a growing probability of an upside move."",
  ""large_move_summary"": ""Large moves occurred on April 25, 26, and 27, driving the trend upward. Quiet days on April 28 and May 1 saw the trend stabilize at 0.5 before the recent shift."",
  ""combined_narrative"": ""The price has risen from 102.57 to 105.66, supported by a bullish SMA_10 and EMA_10. The Posterior_Trend and Posterior_Up indicators are converging on 0.583, suggesting a continuation of the upward momentum."",
  ""direction"": ""UP"",
  ""confidence"": 0.583,
  ""grounding"": [
    ""Posterior_Trend=0.5833333333333334"",
    ""Posterior_Up=0.5833333333333334"",
    ""Close=105.66000366210938"",
    ""SMA_10=104.8020004272461"",
    ""EMA_10=104.42999217012232""
  ]
}
```"
zai,2,87,AMZN,2023-05-19 00:00:00,2023-05-08 00:00:00,2023-05-19 00:00:00,10,UP,0.9411764705882352,"Technical indicators like SMA_10 and EMA_10 are trending upward, while RSI_14 remains elevated, supporting the positive Bayesian signals. The MACD histogram is positive and growing, further confirming momentum. The convergence of these factors points to continued bullish behavior in the near term.",,"{""upside_downside_summary"": ""Posterior_Trend remains positive throughout the window, starting at 0.667 and increasing to 0.941 by the end, indicating a strong upward bias. Prior_Up stays consistently high at 0.667 to 0.833, reinforcing the positive outlook. Posterior_Up mirrors this trend, rising from 0.667 to 0.941, suggesting a high probability of upside movement."", ""large_move_summary"": ""The large-move day on 2023-05-10 (Is_Large_Move=True) coincided with a significant jump in Posterior_Up from 0.617 to 0.865, validating the Bayesian model's reaction to price action. This event contrasts with quieter days where Posterior_Up remained stable, showing the model's sensitivity to volatility."", ""combined_narrative"": ""Technical indicators like SMA_10 and EMA_10 are trending upward, while RSI_14 remains elevated, supporting the positive Bayesian signals. The MACD histogram is positive and growing, further confirming momentum. The convergence of these factors points to continued bullish behavior in the near term."", ""direction"": ""UP"", ""confidence"": 0.9411764705882352, ""grounding"": [""Posterior_Trend=0.9411764705882352"", ""Posterior_Up=0.9411764705882352"", ""SMA_10=111.95800094604492"", ""EMA_10=112.60249018243768"", ""RSI_14=66.77699347277027"", ""MACD_hist=0.9154833465561912""]}","```json
{
  ""upside_downside_summary"": ""Posterior_Trend remains positive throughout the window, starting at 0.667 and increasing to 0.941 by the end, indicating a strong upward bias. Prior_Up stays consistently high at 0.667 to 0.833, reinforcing the positive outlook. Posterior_Up mirrors this trend, rising from 0.667 to 0.941, suggesting a high probability of upside movement."",
  ""large_move_summary"": ""The large-move day on 2023-05-10 (Is_Large_Move=True) coincided with a significant jump in Posterior_Up from 0.617 to 0.865, validating the Bayesian model's reaction to price action. This event contrasts with quieter days where Posterior_Up remained stable, showing the model's sensitivity to volatility."",
  ""combined_narrative"": ""Technical indicators like SMA_10 and EMA_10 are trending upward, while RSI_14 remains elevated, supporting the positive Bayesian signals. The MACD histogram is positive and growing, further confirming momentum. The convergence of these factors points to continued bullish behavior in the near term."",
  ""direction"": ""UP"",
  ""confidence"": 0.9411764705882352,
  ""grounding"": [""Posterior_Trend=0.9411764705882352"", ""Posterior_Up=0.9411764705882352"", ""SMA_10=111.95800094604492"", ""EMA_10=112.60249018243768"", ""RSI_14=66.77699347277027"", ""MACD_hist=0.9154833465561912""]
}
```"
zai,2,88,AMZN,2023-06-02 00:00:00,2023-05-22 00:00:00,2023-06-02 00:00:00,9,UP,0.65,"Technical indicators like RSI_14 and MACD_hist are rising, suggesting continued bullish momentum, while the Bayesian indicators show a high probability of an upward move prior to the large move and a lingering positive trend afterward.",,"{""upside_downside_summary"": ""Posterior_Trend remains positive throughout the window, starting at 0.666 and ending at 0.5, while Posterior_Up fluctuates between 0.583 and 0.617, indicating a persistent but slightly weakening probability of an upward move."", ""large_move_summary"": ""The large move on 2023-05-26 (Is_Large_Move=True) coincides with a significant jump in Posterior_Up to 0.865, whereas quieter days show Posterior_Up values around 0.5 or 0.583."", ""combined_narrative"": ""Technical indicators like RSI_14 and MACD_hist are rising, suggesting continued bullish momentum, while the Bayesian indicators show a high probability of an upward move prior to the large move and a lingering positive trend afterward."", ""direction"": ""UP"", ""confidence"": 0.65, ""grounding"": [""Posterior_Trend=0.5"", ""Posterior_Up=0.5"", ""RSI_14=71.86"", ""MACD_hist=0.6516"", ""Close=124.25""]}","```json
{
  ""upside_downside_summary"": ""Posterior_Trend remains positive throughout the window, starting at 0.666 and ending at 0.5, while Posterior_Up fluctuates between 0.583 and 0.617, indicating a persistent but slightly weakening probability of an upward move."",
  ""large_move_summary"": ""The large move on 2023-05-26 (Is_Large_Move=True) coincides with a significant jump in Posterior_Up to 0.865, whereas quieter days show Posterior_Up values around 0.5 or 0.583."",
  ""combined_narrative"": ""Technical indicators like RSI_14 and MACD_hist are rising, suggesting continued bullish momentum, while the Bayesian indicators show a high probability of an upward move prior to the large move and a lingering positive trend afterward."",
  ""direction"": ""UP"",
  ""confidence"": 0.65,
  ""grounding"": [
    ""Posterior_Trend=0.5"",
    ""Posterior_Up=0.5"",
    ""RSI_14=71.86"",
    ""MACD_hist=0.6516"",
    ""Close=124.25""
  ]
}
```"
