Date,Close,High,Low,Open,Volume,Ticker,SMA_10,SMA_20,SMA_50,EMA_10,EMA_20,RSI_14,MACD,MACD_signal,MACD_hist,Return,Volatility_10d,Posterior_Trend,Prior_Up,Posterior_Up,Is_Large_Move
2022-01-27,155.80284118652344,160.32368253815685,154.8830129616112,158.96351514402045,121954600,AAPL,161.3139190673828,,,160.71648783833302,,12.193204344609327,,,,-0.002942924662476143,0.008719735224416006,0.16666666666666666,0.16666666666666666,0.16666666666666666,False
2022-01-28,166.67433166503906,166.69390660020625,159.30594382680772,162.15349217595866,179935700,AAPL,161.13190765380858,,,161.79973217046137,,48.669729935605105,,,,0.06977722868031999,0.026076867332693664,0.25,0.33333333333333337,0.6666666666666667,True
2022-01-31,171.02882385253906,171.2441033483954,165.87192581665457,166.5079843021577,115541600,AAPL,161.29923553466796,166.21590118408204,,163.47774883993003,165.94948034919707,56.46996151461083,,,,0.026125751601938862,0.027417549240267024,0.25,0.2833333333333333,0.6126126126126127,True
2022-02-01,170.86251831054688,171.08757786653237,168.6118779567779,170.27538954650115,86213900,AAPL,161.7699188232422,165.85384368896484,,164.820434198224,166.4173887264685,56.119210135946176,,,,-0.0009723831237685721,0.026521087695043095,0.25,0.25,0.25,False
2022-02-02,172.0660858154297,172.105235689561,169.6099612749151,170.9994831805343,84914300,AAPL,162.71029205322264,165.66498641967775,,166.1378254013523,166.95535987779812,58.14537048485259,,,,0.007044069798241459,0.025132710451900755,0.3333333333333333,0.3333333333333333,0.3333333333333333,False
2022-02-03,169.18919372558594,172.4575215973305,168.42593537257994,170.7352853699913,89418100,AAPL,163.53128814697266,165.56615447998047,,166.69261964212205,167.1681059585398,51.96838732124952,,,,-0.016719692763451977,0.02566586349823621,0.3333333333333333,0.3333333333333333,0.3333333333333333,False
2022-02-04,168.90505981445312,170.580497991328,167.22962163757825,168.20940619823992,82465400,AAPL,164.52936248779298,165.5959815979004,,167.09488149163678,167.33353013529347,51.38774985241354,,,,-0.001679385691698787,0.025031738700407202,0.3333333333333333,0.3333333333333333,0.3333333333333333,False
2022-02-07,168.18978881835938,170.43348845120025,167.49413533637534,169.36552707422473,77251200,AAPL,165.53321380615233,165.58172836303712,,167.29395555104088,167.41507858129975,49.876980384471416,,,,-0.004234751740886278,0.02500108895067855,0.3333333333333333,0.3333333333333333,0.3333333333333333,False
2022-02-08,171.2957000732422,171.8051921224292,167.9644243058782,168.2583626015754,74829200,AAPL,167.02770538330077,165.72179107666017,,168.02154546416838,167.78466158053237,55.935058962555175,-0.6172569073721661,,,0.018466705242356385,0.024410849619436417,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-02-09,172.71640014648438,173.07891560572492,171.36429283315064,172.4910539110368,71285000,AAPL,168.6730743408203,165.79149017333984,,168.87515540640766,168.2543509677659,58.41118240766996,-0.17435460654124313,,,0.008293845511794684,0.02416743356872965,0.5,0.5,0.5,False
2022-02-10,168.6405029296875,171.93257943938036,168.08203354026793,170.6196718007765,90865900,AAPL,169.95684051513672,165.63537979125977,,168.83249131973128,168.29112734509178,49.77035481231579,-0.15050723023253454,,,-0.023598785137601386,0.02622196782173492,0.5,0.38333333333333336,0.13450292397660818,True
2022-02-11,165.23086547851562,169.58111126110254,164.64298876993468,168.8462728505392,98670700,AAPL,169.81249389648437,165.4722007751465,,168.17765025769205,167.99967383398928,43.9175135137968,-0.4021020770330779,,,-0.02021837809979421,0.01634115107832271,0.4166666666666667,0.41666666666666663,0.1515151515151515,True
2022-02-14,165.46603393554688,166.15188018995096,163.19292640629095,163.98654956855333,86185500,AAPL,169.25621490478517,165.27772521972656,,167.6846291082111,167.75837479604238,44.4031394022767,-0.5758783099821585,,,0.001423271955576677,0.013435977264858436,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-02-15,169.29696655273438,169.45373566949445,166.80832036305304,167.5137664381475,62527400,AAPL,169.09965972900392,165.43478927612304,,167.97778137085172,167.90490734429875,51.73504116372724,-0.39986360211844385,,,0.023152380739842604,0.015835816778655615,0.5,0.45,0.7659574468085106,True
2022-02-16,169.06182861328125,169.83585183660028,166.6123672162483,168.3759824121772,61177400,AAPL,168.79923400878906,165.75476303100587,,168.17488086947526,168.01509032229708,51.2879617357424,-0.2761609332685566,,,-0.0013889081667619596,0.01559396048034952,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-02-17,165.46603393554688,168.4347801834387,165.06431864713625,167.57256492057238,69589300,AAPL,168.42691802978516,165.9791030883789,,167.68236324512463,167.7723230473685,44.89818693898483,-0.4629397746068946,,,-0.021269110284850568,0.016139272993002593,0.4166666666666667,0.45,0.169811320754717,True
2022-02-18,163.91795349121094,167.0924457737123,162.83039207397334,166.3870146722984,82772700,AAPL,167.92820739746094,166.22878494262696,,166.9979251080494,167.40524023249637,42.446338247957144,-0.7274944034132602,-0.4881543901427448,-0.2393400132705154,-0.00935588052433134,0.016298540066668147,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-02-22,160.99819946289062,163.32028399061443,158.87205389872815,161.64484588368407,91162800,AAPL,167.20904846191405,166.3711311340332,,165.9070658998387,166.7950458734863,38.20834277970222,-1.1593908652396578,-0.6224016851621275,-0.5369891800775304,-0.01781228941756441,0.016976047766657093,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-02-23,156.83412170410156,162.7911986729469,156.52058346872764,162.19352949330056,90009200,AAPL,165.762890625,166.3952980041504,,164.25743968243194,165.84638642878298,33.12820581962393,-1.8167359956880773,-0.8612685472673175,-0.9554674484207598,-0.025864126261541553,0.016158881737563857,0.3333333333333333,0.4333333333333334,0.16049382716049385,True
2022-02-24,159.4501190185547,159.55789590082478,148.92722915533128,149.49550590272597,141147500,AAPL,164.43626251220704,166.55466842651367,,163.3833813799088,165.23721810399934,38.64713957826899,-2.1023628962176417,-1.1094874170573825,-0.9928754791602592,0.01668002655307821,0.01731312956114075,0.3333333333333333,0.3333333333333333,0.3333333333333333,False
2022-02-25,161.51747131347656,161.78200234869726,157.61791846840168,160.5278794584224,91974200,AAPL,163.72395935058594,166.84039993286132,,163.04412500419383,164.88295650490195,42.67364609617221,-2.137269112180462,-1.3150437560819985,-0.8222253560984636,0.012965511143214092,0.01747204602219539,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-02-28,161.78201293945312,162.07595128148682,159.14639022474867,159.76365924798694,95056600,AAPL,163.3790740966797,166.59578399658204,,162.81465008333188,164.5876285462878,43.18745549372899,-2.119157908230875,-1.475866586511774,-0.643291321719101,0.0016378514585777548,0.016585831039546594,0.5,0.5,0.5,False
2022-03-01,159.90081787109375,163.23209394256236,158.69568719407653,161.37049453342058,83474400,AAPL,162.8225524902344,166.03938369750978,,162.2848624083795,164.14126562484074,40.41350481548819,-2.230885113914667,-1.6268702919923526,-0.6040148219223143,-0.011627961812191168,0.016800112197225138,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-03-02,163.1929168701172,163.97674752234462,159.65589394659725,161.06678613054137,79724800,AAPL,162.21214752197267,165.6559036254883,,162.44996321960454,164.05094669581945,46.847603355237446,-2.0303798977742815,-1.7075722131487385,-0.322807684625543,0.020588381240660203,0.016365692711422488,0.4166666666666667,0.4,0.7272727272727273,True
2022-03-03,162.86959838867188,165.4954290281514,162.20335200198932,165.06432138955572,76678400,AAPL,161.59292449951172,165.1960792541504,,162.5262605230713,163.93843733323396,46.31862505998832,-1.8759424717081004,-1.741246264860611,-0.13469620684748929,-0.0019812041334038577,0.01635809395062786,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-03-04,159.87144470214844,162.20333673673338,158.82308299816066,161.16476749621853,83737200,AAPL,161.03346557617186,164.7301918029785,,162.04356673744894,163.55110470170203,41.6249575434701,-1.9727351815873533,-1.7875440482059597,-0.1851911333813936,-0.018408307727072803,0.01603668516809795,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-03-07,156.0797119140625,161.68408181721537,155.82495831371006,160.05763556238298,96418800,AAPL,160.24964141845703,164.08892440795898,,160.95922949683322,162.83954348383162,36.57682055954363,-2.3285630236296697,-1.8957478432907018,-0.43281518033896793,-0.023717386148290553,0.017235740825849506,0.4166666666666667,0.4333333333333334,0.16049382716049385,True
2022-03-08,154.2572784423828,159.58730866544224,152.65043241487155,155.60938587479396,131148300,AAPL,159.57554931640624,163.39229888916014,,159.74069294147858,162.02218490845553,34.41638544617406,-2.7261884984848166,-2.061835974329525,-0.6643525241552917,-0.011676299560849479,0.016823497194080394,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-03-09,159.6558380126953,160.1065453386811,156.1874084009024,158.21555399203595,91454900,AAPL,159.85772094726562,162.8103057861328,,159.7252647726089,161.79681853743074,44.81483358335342,-2.575996429033154,-2.164668065270251,-0.41132836376290305,0.03499711407347905,0.018963943236465435,0.5,0.4166666666666667,0.7407407407407408,True
2022-03-10,155.31546020507812,157.1476526374479,152.82679892923494,156.96149116992498,105342000,AAPL,159.44425506591796,161.9402587890625,,158.92348212396692,161.17954631530193,39.40527461096366,-2.775209459796514,-2.286776344175504,-0.4884331156210102,-0.02718583837361499,0.020209490035520892,0.4166666666666667,0.4333333333333334,0.16049382716049385,True
2022-03-11,151.60202026367188,156.0600418102309,151.37667406119195,155.71711132575638,96970100,AAPL,158.4527099609375,161.0883346557617,,157.59230724027688,160.26740097705147,35.46134766829968,-3.195890553756982,-2.4685991860917995,-0.7272913676651824,-0.02390901676177659,0.02044876302487329,0.3333333333333333,0.4333333333333333,0.16049382716049382,True
2022-03-14,147.5751190185547,151.0043643598726,147.0656419035059,148.38834185067742,108732100,AAPL,157.03202056884766,160.20554733276367,,155.77100029087285,159.0586122190994,31.750261274777202,-3.8102978856298364,-2.7369389259994072,-1.0733589596304292,-0.02656231914398932,0.0211898301730315,0.25,0.4166666666666667,0.15151515151515155,True
2022-03-15,151.95477294921875,152.42508026860065,147.33999637401098,147.84947354452075,92964300,AAPL,156.23741607666017,159.52998428344728,164.14959716796875,155.07714077420846,158.3820560981584,39.20247386526695,-3.898874850484333,-2.9693261108963926,-0.9295487395879403,0.029677454843274775,0.024393153398957472,0.3333333333333333,0.38333333333333336,0.7131782945736435,True
2022-03-16,156.36378479003906,156.76549997179433,151.3375011134131,153.875139056129,102300200,AAPL,155.55450286865235,158.8833251953125,163.7147994995117,155.311076049814,158.1898397830994,45.63775837930281,-3.5721250909118965,-3.0898859068994935,-0.48223918401240295,0.02901529024227334,0.025489289887261242,0.3333333333333333,0.36666666666666664,0.6984126984126985,True
2022-03-17,157.37295532226562,157.74527815418617,154.44340972475143,155.4035941882953,75615400,AAPL,155.0048385620117,158.29888153076172,163.3453939819336,155.68596319025974,158.11204126302,47.02005524834398,-3.194912956585938,-3.1108913168367827,-0.08402163974915533,0.006453991463443165,0.025701295566243756,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-03-18,160.66502380371094,161.15491594906342,156.53033290091022,157.26517111893895,123511700,AAPL,155.08419647216797,158.05883102416993,163.13537780761717,156.59124693815994,158.3551824573715,51.36461072912911,-2.600351970128827,-3.0087834474951918,0.40843147736636487,0.0209188959736053,0.026109576010842704,0.5,0.3333333333333333,0.6666666666666666,True
2022-03-21,162.03675842285156,162.98715054298916,159.71465909153343,160.20455132045697,95811400,AAPL,155.67990112304688,157.96477127075195,163.00994262695312,157.5813399353766,158.7058087397982,53.09075929470415,-1.9954680712907589,-2.8061203722543056,0.8106523009635467,0.00853785464107304,0.024698279447902146,0.5833333333333334,0.5833333333333334,0.5833333333333334,False
2022-03-22,165.4072265625,165.9950882926474,161.5762655771906,162.164127307338,81532000,AAPL,156.7948959350586,158.18522262573242,162.94859008789064,159.00422841303538,159.34403900862694,57.11798330350085,-1.2299465545506223,-2.490885608713569,1.2609390541629466,0.02080063914172392,0.0245387447067801,0.6666666666666666,0.4333333333333333,0.7536231884057972,True
2022-03-23,166.76913452148438,169.15000379737148,164.2608735199057,164.5940116285297,98062700,AAPL,157.5062255859375,158.68197326660157,162.9140838623047,160.41602952366244,160.05119096223243,58.66229842773775,-0.507520269156629,-2.094212540802181,1.586692271645552,0.008233666613530755,0.022558795733994094,0.6666666666666666,0.6666666666666666,0.6666666666666666,False
2022-03-24,170.55111694335938,170.61969409297694,166.769147690774,167.60195565228418,90131400,AAPL,159.02979125976563,159.2370231628418,162.89865783691405,162.25877269088008,161.05118391281593,62.681512917567154,0.3659635410213582,-1.6021773244374733,1.9681408654588315,0.022677951964713117,0.020133222234146868,0.75,0.5666666666666667,0.8395061728395061,True
2022-03-25,171.18798828125,171.73666533498343,169.25781117772664,170.36497270064987,80546200,AAPL,160.98838806152344,159.72054901123047,162.8871633911133,163.8822664345837,162.0165938526668,63.328126520739275,1.0969509800407309,-1.0623516635418326,2.1593026435825635,0.0037341962298735876,0.01661364456636372,0.8333333333333334,0.8333333333333334,0.8333333333333334,False
2022-03-28,172.0501708984375,172.1775327221898,168.52294058057433,168.6895021580393,90371900,AAPL,163.4358932495117,160.23395690917968,162.9582778930664,165.36733997346622,162.9721726189307,64.23167539292297,1.7259391711843648,-0.5046934965965932,2.230632667780958,0.0050364667862734525,0.010130634277730817,0.9166666666666666,0.9166666666666666,0.9166666666666666,False
2022-03-29,175.34225463867188,175.39123190730578,172.77520887835874,173.11813946075333,100589400,AAPL,165.77464141845704,161.0060287475586,163.07801208496093,167.1809608216854,164.15027566842986,67.52217458142981,2.4616837313163558,0.08858194898599658,2.3731017823303593,0.019134440396328944,0.008974924162897696,0.9166666666666666,0.9166666666666666,0.9166666666666666,False
2022-03-30,174.17628479003906,175.97908457885987,173.12790825883917,174.9405154603071,92633200,AAPL,167.55589141845704,161.5551971435547,163.23842407226562,168.4528379068406,165.1051336800117,65.23324056839394,2.9170565613713677,0.6542768714630708,2.262779689908297,-0.006649679799290431,0.009609617276407927,0.8333333333333334,0.8333333333333334,0.8333333333333334,False
2022-03-31,171.0802001953125,174.43106194071976,170.87443883843048,174.24490046314256,103049300,AAPL,168.9266159057617,161.96572723388672,163.4067810058594,168.93054014110822,165.6741876338499,59.46844856043852,2.993606229084463,1.1221427429873492,1.871463486097114,-0.017775580633487165,0.013225935230142958,0.75,0.75,0.75,False
2022-04-01,170.78623962402344,171.34472398421482,168.46415506398156,170.5119011506989,78751300,AAPL,169.93873748779296,162.51146697998047,163.6029211425781,169.2679400470928,166.16104972815214,58.93590444554022,2.996016023126259,1.4969173990151314,1.4990986241111277,-0.0017182617915659781,0.012787486367701686,0.6666666666666666,0.6666666666666666,0.6666666666666666,False
2022-04-04,174.83274841308594,174.8817406281064,170.9136104166494,171.0409871856376,76468400,AAPL,171.2183364868164,163.44911880493163,163.92108978271483,170.27972338636428,166.9869257933839,63.748418663046614,3.2865598275785146,1.8548458847278082,1.4317139428507064,0.023693412291122984,0.013941256281992307,0.6666666666666666,0.8166666666666667,0.9468599033816426,True
2022-04-05,171.5210723876953,174.6955795536943,170.8940109049415,173.9117489626708,73401800,AAPL,171.82972106933593,164.31230850219725,164.18848571777343,170.5054232047881,167.41874927855642,57.78024835969851,3.212560905080295,2.1263888887983056,1.0861720162819894,-0.01894196628177447,0.015386780736932476,0.5833333333333334,0.5833333333333334,0.5833333333333334,False
2022-04-06,168.35641479492188,170.12003032879016,166.6907837158408,168.87569951457075,89058800,AAPL,171.9884490966797,164.7473373413086,164.4285983276367,170.11469440299422,167.5080507563055,52.70254905273142,2.865522842672874,2.2742156795732194,0.5913071630996547,-0.018450546913677424,0.016772766720637478,0.5,0.5,0.5,False
2022-04-07,168.66009521484375,169.85543344405016,166.41639539463952,167.69991063657648,77594700,AAPL,171.79934692382812,165.41456909179686,164.6765460205078,169.8502218233305,167.61776927616629,53.128219765658365,2.5851966125449337,2.336411866167562,0.24878474637737158,0.001803794766548128,0.014989485024818389,0.5,0.5,0.5,False
2022-04-08,166.65155029296875,168.30738857225097,165.77954264267717,168.30738857225097,76575500,AAPL,171.345703125,166.16704559326172,164.89352020263672,169.26864518144654,167.52574842062367,49.92765482340104,2.1758810639755097,2.304305705729152,-0.1284246417536421,-0.011908833084177117,0.015252916543785912,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-04-11,162.3992919921875,165.61298417615765,162.1543458504195,165.29946088886413,72246700,AAPL,170.380615234375,166.90825424194335,164.80801940917968,168.01967187430853,167.03751447505834,43.89828765485084,1.4911843900884207,2.141681442601006,-0.650497052512585,-0.02551586404870465,0.016562018165803803,0.3333333333333333,0.5333333333333333,0.2222222222222222,True
2022-04-12,164.27066040039062,166.435975608999,163.27127610008927,164.6233833916544,79265200,AAPL,169.27345581054686,167.52404861450196,164.67285614013673,167.33803342450528,166.77400456318523,46.935393000603085,1.08703052271062,1.9307512586229287,-0.8437207359123087,0.011523254721413245,0.015433813389794528,0.3333333333333333,0.3333333333333333,0.3333333333333333,False
2022-04-13,166.95523071289062,167.58229203672948,163.3986240411064,164.00608549379743,70618900,AAPL,168.55135040283204,168.05362091064453,164.5947103881836,167.26843293148443,166.7912641964905,51.0308857442612,0.9721516997198876,1.7390313468423206,-0.7668796471224331,0.016342360260539923,0.017022331482863837,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-04-14,161.94859313964844,167.80771592706967,161.70364698483297,167.17084695435335,75329400,AAPL,167.63818969726563,168.28240280151368,164.39236053466797,166.30118933296876,166.3300574291722,44.18223602397899,0.47167838014124186,1.485560753502105,-1.013882373360863,-0.02998790485248104,0.0184878710762225,0.4166666666666667,0.4,0.14285714285714288,True
2022-04-18,161.7330322265625,163.23210129361956,160.2633554980497,160.60627109784113,69023900,AAPL,166.73286895751954,168.33580322265624,164.2432373046875,165.47061531362215,165.89224550511412,43.90900251289671,0.056998659425886444,1.1998483346868614,-1.142849675260975,-0.001331045295960398,0.01849664709997889,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-04-19,164.01596069335938,164.42748344345316,160.59652149400418,161.6840831613577,67723800,AAPL,165.65119018554688,168.43476333618165,164.14545532226563,165.20613265539254,165.71355171351843,47.604613838845836,-0.08642846525822279,0.9425929746978446,-1.0290214399560673,0.014115412512632819,0.01701872908535754,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-04-20,163.84934997558594,165.46600329408383,162.74220370933205,165.34841899344127,67929800,AAPL,164.88401794433594,168.35686950683595,164.05864654541017,164.9594448954277,165.5360086908582,47.35937210541641,-0.2111060878358728,0.7118531621911012,-0.922959250026974,-0.001015820149875113,0.016466724796269042,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-04-21,163.0557403564453,168.06243992326603,162.55605562621574,165.49540922825548,87227800,AAPL,164.35395050048828,168.17119979858398,163.8938473510742,164.6133167974309,165.29979265900937,46.140067464157696,-0.36969010833004745,0.49554450808687145,-0.8652346164169189,-0.004843532301219811,0.015726121639157792,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-04-22,158.5193328857422,164.47642463552896,158.23520194954875,163.0949398073809,84882400,AAPL,163.33987426757812,167.56961059570312,163.6099060058594,163.5053197225784,164.65403458536488,39.827837220082806,-0.8516025139775252,0.22611510367399212,-1.0777176176515173,-0.0278212067896928,0.01740434877051364,0.3333333333333333,0.4166666666666667,0.15151515151515155,True
2022-04-25,159.58731079101562,159.87144172970685,155.2566649146805,157.862880430984,96046400,AAPL,162.63345031738282,166.9895767211914,163.42884216308593,162.79295446229426,164.17148946209352,41.844935426367094,-1.1342695229504045,-0.04596182165088722,-1.0883077012995173,0.006737209183457882,0.017702509590604012,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-04-26,153.63021850585938,159.0582182667308,153.55183394880203,158.9700412464134,95623200,AAPL,161.75654296875,166.0685791015625,163.19682922363282,161.1270024702152,163.16755889483312,34.83110290638159,-1.8180157718396401,-0.40037261168863786,-1.4176431601510022,-0.0373281074518339,0.019579017680553118,0.4166666666666667,0.4,0.14285714285714288,True
2022-04-27,153.40484619140625,156.5597381127117,152.2389003975014,152.7581849182673,88063200,AAPL,160.66996154785156,164.97170867919922,162.95560546875,159.72297405588628,162.237776732602,34.59485124198878,-2.3509746896797026,-0.7904930272868509,-1.5604816623928517,-0.0014669790660001292,0.01874760350473231,0.3333333333333333,0.3333333333333333,0.3333333333333333,False
2022-04-28,160.33193969726562,161.19415486672693,155.717147988404,156.030686213781,130216800,AAPL,160.00763244628905,164.27949142456055,162.77630493164062,159.83369508159163,162.05626844352233,46.586837263994205,-2.1891547053014335,-1.0702253628897676,-1.118929342411666,0.04515563672099576,0.02412003006049617,0.3333333333333333,0.38333333333333336,0.7131782945736435,True
2022-04-29,154.46307373046875,162.8402370854294,154.07116577540108,158.56837459373895,131747600,AAPL,159.2590805053711,163.44863510131836,162.48432983398436,158.85721847229655,161.33310704227912,39.910290577521465,-2.505596678364384,-1.357299625984691,-1.148297052379693,-0.03660447180941184,0.024993809250906388,0.3333333333333333,0.36666666666666664,0.1264367816091954,True
2022-05-02,154.7667694091797,155.03130046543404,150.17157761678854,153.54203875876948,123055300,AAPL,158.5624542236328,162.64766159057618,162.27034454345704,158.11350046082075,160.70774155341252,40.386396019228144,-2.7007410569254944,-1.6259879121728518,-1.0747531447526426,0.0019661377400845836,0.025061041662599,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-05-03,156.2560272216797,157.46117291588328,153.15991957685017,154.95291204808,88966500,AAPL,157.78646087646484,161.71882553100585,162.1171060180664,157.7757780537042,160.28376875991415,42.78060608737861,-2.704053082927203,-1.8416009463237222,-0.8624521366034807,0.009622594166598164,0.024736156805369777,0.4166666666666667,0.4166666666666667,0.4166666666666667,False
2022-05-04,162.66384887695312,163.11454143572888,156.04049519291306,156.44221048032446,108256500,AAPL,157.66791076660155,161.27596435546874,162.15041900634765,158.66451820338582,160.51044305677502,51.758298186163785,-2.1646672950955974,-1.9062142160780975,-0.2584530790174999,0.04100847672379815,0.028663188772952677,0.5,0.3666666666666667,0.6984126984126985,True
2022-05-05,153.60079956054688,160.7630208987196,151.8175848345959,160.53767468016548,130525300,AAPL,156.72241668701173,160.53818359375,162.08575256347658,157.74384208650602,159.85238177141997,41.77476845660824,-2.4403813122617066,-2.0130476353148197,-0.42733367694688695,-0.05571643225571277,0.033631821767747,0.5,0.4,0.14285714285714288,True
2022-05-06,154.32691955566406,156.44636712680793,151.2851189689877,153.0807608024048,116124600,AAPL,156.3031753540039,159.821524810791,161.98328857421876,157.12258344453474,159.32614727468132,42.72792834178113,-2.570661852456425,-2.1245704787431405,-0.44609137371328433,0.004727319110282124,0.032790102015078974,0.5833333333333334,0.5833333333333334,0.5833333333333334,False
2022-05-09,149.20494079589844,152.90416000742098,148.6456508199546,152.0210492953049,131577900,AAPL,155.2649383544922,158.9491943359375,161.73703796386718,155.6830120538736,158.36222284813056,38.002116971371564,-3.052029107206181,-2.3100622044357486,-0.7419669027704323,-0.0331891466149441,0.03399112432169489,0.5,0.4833333333333334,0.18954248366013074,True
2022-05-10,151.60894775390625,153.79708852885074,150.05861170075954,152.59999379126018,115366700,AAPL,155.06281127929688,158.40967712402343,161.53357666015626,154.94227309024316,157.71905379153776,41.2845764596805,-3.2026151009473267,-2.4885727837380642,-0.7140423172092625,0.01611211361489917,0.03272780624145969,0.5833333333333334,0.5833333333333334,0.5833333333333334,False
2022-05-11,143.74932861328125,152.53128118939546,143.07228159830737,150.61789721596364,142689800,AAPL,154.09725952148438,157.38361053466798,161.210546875,152.90719227625007,156.38860377456095,34.797852438325464,-3.911076707250828,-2.7730735684406174,-1.1380031388102108,-0.051841393645069345,0.03649524812922578,0.5833333333333334,0.5333333333333334,0.22222222222222227,True
2022-05-12,139.8832550048828,143.4549088457896,136.19385910544395,140.08931857960016,182602000,AAPL,152.0523910522461,156.03001174926757,160.74435363769533,150.539203681456,154.81666579649635,32.124096228853716,-4.729973276879349,-3.164453510128364,-1.565519766750985,-0.026894550713339793,0.03215512541700129,0.5,0.55,0.2340425531914894,True
